Date,Time,name,pressurecpufull,diskwrite,running-qemu,agent,pressurememorysome,status,diskread,pressurememoryfull,cpu,running-machine,cpus,uptime,maxdisk,pressureiofull,freemem,ha,pressurecpusome,pid,netout,blockstat,vmid,qmpstatus,mem,balloon,memhost,nics,netin,disk,pressureiosome,ballooninfo,maxmem,proxmox-support,scsihw,memory,vmgenid,net0,cores,digest,ide2,smbios1,ostype,meta,numa,scsi0,boot,sockets
2026-02-18,23:42:37,Node1-Ubuntu,0,2590393344,10.1.2,1,0,running,749951926,0,x86-64-v2-AES,pc-i440fx-10.1+pve0,1,361374,32212254720,0,597929984,{'managed': 0},0,29631,5659262,"{'ide2': {'wr_highest_offset': 0, 'zone_append_merged': 0, 'wr_merged': 0, 'zone_append_total_time_ns': 0, 'invalid_rd_operations': 0, 'wr_operations': 0, 'idle_time_ns': 4472567652312, 'wr_total_time_ns': 0, 'failed_wr_operations': 0, 'account_invalid': True, 'failed_zone_append_operations': 0, 'failed_rd_operations': 0, 'flush_total_time_ns': 0, 'unmap_merged': 0, 'invalid_zone_append_operations': 0, 'rd_bytes': 2159030, 'unmap_total_time_ns': 0, 'zone_append_operations': 0, 'invalid_flush_operations': 0, 'wr_bytes': 0, 'invalid_wr_operations': 0, 'unmap_bytes': 0, 'account_failed': True, 'invalid_unmap_operations': 0, 'rd_total_time_ns': 32211724, 'flush_operations': 0, 'zone_append_bytes': 0, 'failed_unmap_operations': 0, 'rd_operations': 81, 'unmap_operations': 0, 'rd_merged': 0, 'failed_flush_operations': 0, 'timed_stats': []}, 'scsi0': {'wr_highest_offset': 13040144384, 'wr_merged': 0, 'zone_append_merged': 0, 'zone_append_total_time_ns': 0, 'invalid_rd_operations': 0, 'idle_time_ns': 8966618793, 'wr_total_time_ns': 883122863152, 'wr_operations': 117504, 'failed_rd_operations': 0, 'failed_zone_append_operations': 0, 'account_invalid': True, 'failed_wr_operations': 0, 'invalid_zone_append_operations': 0, 'unmap_merged': 0, 'flush_total_time_ns': 5121845866, 'unmap_total_time_ns': 10370609, 'rd_bytes': 747792896, 'invalid_flush_operations': 0, 'zone_append_operations': 0, 'wr_bytes': 2590393344, 'invalid_wr_operations': 0, 'unmap_bytes': 11690205184, 'account_failed': True, 'rd_operations': 18348, 'failed_unmap_operations': 0, 'zone_append_bytes': 0, 'flush_operations': 10387, 'invalid_unmap_operations': 0, 'rd_total_time_ns': 83897865626, 'unmap_operations': 4271, 'timed_stats': [], 'failed_flush_operations': 0, 'rd_merged': 0}}",100,running,937177088,1610612736,1277598720,"{'tap100i0': {'netout': 5659262, 'netin': 176870789}}",176870789,0,0,"{'mem_swapped_in': 0, 'total_mem': 1535107072, 'actual': 1610612736, 'minor_page_faults': 4173303, 'free_mem': 597929984, 'major_page_faults': 1684, 'last_update': 1771458156, 'mem_swapped_out': 0, 'max_mem': 1610612736}",1610612736,"{'pbs-library-version': '2.0.1 (2b8ebba0cffecd479f296aaad82d8bec89355599)', 'pbs-dirty-bitmap': True, 'query-bitmap-info': True, 'pbs-dirty-bitmap-migration': True, 'backup-max-workers': True, 'backup-fleecing': True, 'pbs-masterkey': True, 'backup-access-api': True, 'pbs-dirty-bitmap-savevm': True}",virtio-scsi-single,1536,40e6bb2d-24f5-4910-a09d-285bc1d29dec,"virtio=BC:24:11:DE:FC:CC,bridge=vmbr0,firewall=1",1,fad89dd6df97105e5979d4429e81e6b4eaf44a30,"local:iso/ubuntu-24.04.3-live-server-amd64.iso,media=cdrom,size=3226020K",uuid=c1bc3497-dd62-401f-a3d5-f3cd73e82594,l26,"creation-qemu=10.1.2,ctime=1770853142",0,"local-lvm:vm-100-disk-0,iothread=1,size=30G",order=scsi0;ide2;net0,1
2026-02-19,00:00:02,Node1-Ubuntu,0,2595623936,1,10.1.2,0,running,749951946,0,x86-64-v2-AES,pc-i440fx-10.1+pve0,1,362419,32212254720,0,589942784,{'managed': 0},0,29631,5681876,"{'scsi0': {'wr_operations': 118371, 'idle_time_ns': 11065430971, 'wr_total_time_ns': 886243319724, 'zone_append_total_time_ns': 0, 'invalid_rd_operations': 0, 'zone_append_merged': 0, 'wr_merged': 0, 'wr_highest_offset': 13040144384, 'invalid_flush_operations': 0, 'zone_append_operations': 0, 'rd_bytes': 747792896, 'unmap_total_time_ns': 10370609, 'unmap_merged': 0, 'flush_total_time_ns': 5152059755, 'invalid_zone_append_operations': 0, 'failed_zone_append_operations': 0, 'failed_wr_operations': 0, 'account_invalid': True, 'failed_rd_operations': 0, 'unmap_bytes': 11690205184, 'invalid_wr_operations': 0, 'wr_bytes': 2595623936, 'rd_merged': 0, 'timed_stats': [], 'failed_flush_operations': 0, 'unmap_operations': 4271, 'zone_append_bytes': 0, 'flush_operations': 10448, 'invalid_unmap_operations': 0, 'rd_total_time_ns': 83897865626, 'rd_operations': 18348, 'failed_unmap_operations': 0, 'account_failed': True}, 'ide2': {'rd_merged': 0, 'timed_stats': [], 'failed_flush_operations': 0, 'unmap_operations': 0, 'flush_operations': 0, 'zone_append_bytes': 0, 'invalid_unmap_operations': 0, 'rd_total_time_ns': 32417076, 'rd_operations': 82, 'failed_unmap_operations': 0, 'account_failed': True, 'unmap_bytes': 0, 'invalid_wr_operations': 0, 'wr_bytes': 0, 'zone_append_operations': 0, 'invalid_flush_operations': 0, 'rd_bytes': 2159050, 'unmap_total_time_ns': 0, 'unmap_merged': 0, 'flush_total_time_ns': 0, 'invalid_zone_append_operations': 0, 'failed_zone_append_operations': 0, 'failed_wr_operations': 0, 'account_invalid': True, 'failed_rd_operations': 0, 'wr_operations': 0, 'idle_time_ns': 268404033288, 'wr_total_time_ns': 0, 'invalid_rd_operations': 0, 'zone_append_total_time_ns': 0, 'zone_append_merged': 0, 'wr_merged': 0, 'wr_highest_offset': 0}}",running,100,945164288,1277666304,1610612736,"{'tap100i0': {'netin': 177030400, 'netout': 5681876}}",177030400,0,"{'total_mem': 1535107072, 'mem_swapped_in': 0, 'free_mem': 589942784, 'major_page_faults': 1684, 'actual': 1610612736, 'minor_page_faults': 4199103, 'last_update': 1771459201, 'max_mem': 1610612736, 'mem_swapped_out': 0}",0,"{'backup-max-workers': True, 'pbs-dirty-bitmap-migration': True, 'backup-fleecing': True, 'pbs-masterkey': True, 'backup-access-api': True, 'pbs-dirty-bitmap-savevm': True, 'pbs-library-version': '2.0.1 (2b8ebba0cffecd479f296aaad82d8bec89355599)', 'pbs-dirty-bitmap': True, 'query-bitmap-info': True}",1610612736,order=scsi0;ide2;net0,"local-lvm:vm-100-disk-0,iothread=1,size=30G","creation-qemu=10.1.2,ctime=1770853142",0,1,uuid=c1bc3497-dd62-401f-a3d5-f3cd73e82594,l26,"local:iso/ubuntu-24.04.3-live-server-amd64.iso,media=cdrom,size=3226020K",fad89dd6df97105e5979d4429e81e6b4eaf44a30,"virtio=BC:24:11:DE:FC:CC,bridge=vmbr0,firewall=1",1,40e6bb2d-24f5-4910-a09d-285bc1d29dec,1536,virtio-scsi-single
2026-02-19,01:00:10,running,0,pc-i440fx-10.1+pve0,x86-64-v2-AES,0,749951966,Node1-Ubuntu,1,10.1.2,2619466752,0,177616691,"{'tap100i0': {'netout': 5781635, 'netin': 177616691}}",1277683712,1610612736,"{'query-bitmap-info': True, 'pbs-dirty-bitmap': True, 'pbs-library-version': '2.0.1 (2b8ebba0cffecd479f296aaad82d8bec89355599)', 'pbs-dirty-bitmap-savevm': True, 'backup-access-api': True, 'pbs-masterkey': True, 'backup-fleecing': True, 'pbs-dirty-bitmap-migration': True, 'backup-max-workers': True}",1610612736,"{'mem_swapped_in': 0, 'total_mem': 1535107072, 'actual': 1610612736, 'minor_page_faults': 4289271, 'major_page_faults': 1686, 'free_mem': 588464128, 'last_update': 1771462808, 'mem_swapped_out': 0, 'max_mem': 1610612736}",0,0,1,366027,100,running,946642944,"{'scsi0': {'rd_operations': 18348, 'failed_unmap_operations': 0, 'flush_operations': 10682, 'zone_append_bytes': 0, 'rd_total_time_ns': 83897865626, 'invalid_unmap_operations': 0, 'account_failed': True, 'timed_stats': [], 'failed_flush_operations': 0, 'rd_merged': 0, 'unmap_operations': 4271, 'invalid_wr_operations': 0, 'wr_bytes': 2619466752, 'unmap_bytes': 11690205184, 'invalid_zone_append_operations': 0, 'unmap_merged': 0, 'flush_total_time_ns': 5296355168, 'failed_rd_operations': 0, 'failed_zone_append_operations': 0, 'failed_wr_operations': 0, 'account_invalid': True, 'zone_append_operations': 0, 'invalid_flush_operations': 0, 'unmap_total_time_ns': 10370609, 'rd_bytes': 747792896, 'wr_merged': 0, 'zone_append_merged': 0, 'wr_highest_offset': 13040144384, 'wr_total_time_ns': 902485441917, 'idle_time_ns': 8170596536, 'wr_operations': 121702, 'zone_append_total_time_ns': 0, 'invalid_rd_operations': 0}, 'ide2': {'flush_total_time_ns': 0, 'unmap_merged': 0, 'invalid_zone_append_operations': 0, 'account_invalid': True, 'failed_wr_operations': 0, 'failed_zone_append_operations': 0, 'failed_rd_operations': 0, 'invalid_flush_operations': 0, 'zone_append_operations': 0, 'rd_bytes': 2159070, 'unmap_total_time_ns': 0, 'zone_append_merged': 0, 'wr_merged': 0, 'wr_highest_offset': 0, 'wr_operations': 0, 'wr_total_time_ns': 0, 'idle_time_ns': 136118482014, 'zone_append_total_time_ns': 0, 'invalid_rd_operations': 0, 'invalid_unmap_operations': 0, 'rd_total_time_ns': 32616157, 'zone_append_bytes': 0, 'flush_operations': 0, 'failed_unmap_operations': 0, 'rd_operations': 83, 'account_failed': True, 'rd_merged': 0, 'failed_flush_operations': 0, 'timed_stats': [], 'unmap_operations': 0, 'invalid_wr_operations': 0, 'wr_bytes': 0, 'unmap_bytes': 0}}",29631,5781635,0,{'managed': 0},588464128,0,32212254720,fad89dd6df97105e5979d4429e81e6b4eaf44a30,"local:iso/ubuntu-24.04.3-live-server-amd64.iso,media=cdrom,size=3226020K",l26,uuid=c1bc3497-dd62-401f-a3d5-f3cd73e82594,1,order=scsi0;ide2;net0,"local-lvm:vm-100-disk-0,iothread=1,size=30G","creation-qemu=10.1.2,ctime=1770853142",0,virtio-scsi-single,1536,40e6bb2d-24f5-4910-a09d-285bc1d29dec,1,"virtio=BC:24:11:DE:FC:CC,bridge=vmbr0,firewall=1"
2026-02-19,03:00:02,{'managed': 0},0,32212254720,0,581361664,running,953745408,100,29631,6024057,"{'ide2': {'zone_append_total_time_ns': 0, 'invalid_rd_operations': 0, 'wr_operations': 0, 'idle_time_ns': 981067082175, 'wr_total_time_ns': 0, 'wr_highest_offset': 0, 'zone_append_merged': 0, 'wr_merged': 0, 'rd_bytes': 2159090, 'unmap_total_time_ns': 0, 'invalid_flush_operations': 0, 'zone_append_operations': 0, 'failed_zone_append_operations': 0, 'account_invalid': True, 'failed_wr_operations': 0, 'failed_rd_operations': 0, 'unmap_merged': 0, 'flush_total_time_ns': 0, 'invalid_zone_append_operations': 0, 'unmap_bytes': 0, 'wr_bytes': 0, 'invalid_wr_operations': 0, 'unmap_operations': 0, 'rd_merged': 0, 'timed_stats': [], 'failed_flush_operations': 0, 'account_failed': True, 'flush_operations': 0, 'zone_append_bytes': 0, 'invalid_unmap_operations': 0, 'rd_total_time_ns': 32813346, 'rd_operations': 84, 'failed_unmap_operations': 0}, 'scsi0': {'wr_bytes': 2658505728, 'invalid_wr_operations': 0, 'unmap_bytes': 11690205184, 'account_failed': True, 'zone_append_bytes': 0, 'flush_operations': 11096, 'rd_total_time_ns': 83897865626, 'invalid_unmap_operations': 0, 'rd_operations': 18348, 'failed_unmap_operations': 0, 'unmap_operations': 4271, 'rd_merged': 0, 'timed_stats': [], 'failed_flush_operations': 0, 'wr_highest_offset': 13040144384, 'zone_append_merged': 0, 'wr_merged': 0, 'invalid_rd_operations': 0, 'zone_append_total_time_ns': 0, 'wr_operations': 128270, 'wr_total_time_ns': 928116103999, 'idle_time_ns': 24027153151, 'failed_zone_append_operations': 0, 'account_invalid': True, 'failed_wr_operations': 0, 'failed_rd_operations': 0, 'unmap_merged': 0, 'flush_total_time_ns': 5509638789, 'invalid_zone_append_operations': 0, 'rd_bytes': 747792896, 'unmap_total_time_ns': 10370609, 'invalid_flush_operations': 0, 'zone_append_operations': 0}}",1,373219,"{'mem_swapped_out': 0, 'max_mem': 1610612736, 'last_update': 1771470001, 'free_mem': 581361664, 'major_page_faults': 1692, 'actual': 1610612736, 'minor_page_faults': 4450068, 'total_mem': 1535107072, 'mem_swapped_in': 0}",0,0,1610612736,"{'backup-fleecing': True, 'pbs-masterkey': True, 'backup-access-api': True, 'pbs-dirty-bitmap-savevm': True, 'pbs-dirty-bitmap-migration': True, 'backup-max-workers': True, 'pbs-library-version': '2.0.1 (2b8ebba0cffecd479f296aaad82d8bec89355599)', 'pbs-dirty-bitmap': True, 'query-bitmap-info': True}",1277693952,1610612736,178797644,"{'tap100i0': {'netout': 6024057, 'netin': 178797644}}",0,10.1.2,1,2658505728,Node1-Ubuntu,x86-64-v2-AES,pc-i440fx-10.1+pve0,749951986,0,running,0,1,"local-lvm:vm-100-disk-0,iothread=1,size=30G",order=scsi0;ide2;net0,0,"creation-qemu=10.1.2,ctime=1770853142",l26,uuid=c1bc3497-dd62-401f-a3d5-f3cd73e82594,"local:iso/ubuntu-24.04.3-live-server-amd64.iso,media=cdrom,size=3226020K",fad89dd6df97105e5979d4429e81e6b4eaf44a30,1,"virtio=BC:24:11:DE:FC:CC,bridge=vmbr0,firewall=1",40e6bb2d-24f5-4910-a09d-285bc1d29dec,1536,virtio-scsi-single
2026-02-19,04:00:02,running,946737152,100,6145276,29631,"{'ide2': {'failed_zone_append_operations': 0, 'failed_wr_operations': 0, 'account_invalid': True, 'failed_rd_operations': 0, 'unmap_merged': 0, 'flush_total_time_ns': 0, 'invalid_zone_append_operations': 0, 'rd_bytes': 2159110, 'unmap_total_time_ns': 0, 'invalid_flush_operations': 0, 'zone_append_operations': 0, 'wr_highest_offset': 0, 'zone_append_merged': 0, 'wr_merged': 0, 'invalid_rd_operations': 0, 'zone_append_total_time_ns': 0, 'wr_operations': 0, 'idle_time_ns': 1760531196341, 'wr_total_time_ns': 0, 'account_failed': True, 'zone_append_bytes': 0, 'flush_operations': 0, 'rd_total_time_ns': 33005256, 'invalid_unmap_operations': 0, 'rd_operations': 85, 'failed_unmap_operations': 0, 'unmap_operations': 0, 'rd_merged': 0, 'timed_stats': [], 'failed_flush_operations': 0, 'wr_bytes': 0, 'invalid_wr_operations': 0, 'unmap_bytes': 0}, 'scsi0': {'wr_merged': 0, 'zone_append_merged': 0, 'wr_highest_offset': 13040144384, 'idle_time_ns': 10298521572, 'wr_total_time_ns': 939796410362, 'wr_operations': 131522, 'invalid_rd_operations': 0, 'zone_append_total_time_ns': 0, 'invalid_zone_append_operations': 0, 'flush_total_time_ns': 5613397978, 'unmap_merged': 0, 'failed_rd_operations': 0, 'account_invalid': True, 'failed_wr_operations': 0, 'failed_zone_append_operations': 0, 'invalid_flush_operations': 0, 'zone_append_operations': 0, 'unmap_total_time_ns': 10370609, 'rd_bytes': 747792896, 'invalid_wr_operations': 0, 'wr_bytes': 2677474304, 'unmap_bytes': 11690205184, 'failed_unmap_operations': 0, 'rd_operations': 18348, 'rd_total_time_ns': 83897865626, 'invalid_unmap_operations': 0, 'zone_append_bytes': 0, 'flush_operations': 11300, 'account_failed': True, 'failed_flush_operations': 0, 'timed_stats': [], 'rd_merged': 0, 'unmap_operations': 4271}}",{'managed': 0},0,32212254720,0,588369920,376819,1,"{'backup-max-workers': True, 'pbs-dirty-bitmap-migration': True, 'pbs-dirty-bitmap-savevm': True, 'backup-access-api': True, 'pbs-masterkey': True, 'backup-fleecing': True, 'query-bitmap-info': True, 'pbs-dirty-bitmap': True, 'pbs-library-version': '2.0.1 (2b8ebba0cffecd479f296aaad82d8bec89355599)'}",1610612736,"{'mem_swapped_in': 0, 'total_mem': 1535107072, 'actual': 1610612736, 'minor_page_faults': 4526048, 'free_mem': 588369920, 'major_page_faults': 1692, 'last_update': 1771473601, 'mem_swapped_out': 0, 'max_mem': 1610612736}",0,0,179387699,"{'tap100i0': {'netin': 179387699, 'netout': 6145276}}",1610612736,1277693952,1,10.1.2,2677474304,0,Node1-Ubuntu,x86-64-v2-AES,pc-i440fx-10.1+pve0,0,749952006,running,0,uuid=c1bc3497-dd62-401f-a3d5-f3cd73e82594,l26,"creation-qemu=10.1.2,ctime=1770853142",0,order=scsi0;ide2;net0,"local-lvm:vm-100-disk-0,iothread=1,size=30G",1,fad89dd6df97105e5979d4429e81e6b4eaf44a30,"local:iso/ubuntu-24.04.3-live-server-amd64.iso,media=cdrom,size=3226020K",40e6bb2d-24f5-4910-a09d-285bc1d29dec,"virtio=BC:24:11:DE:FC:CC,bridge=vmbr0,firewall=1",1,virtio-scsi-single,1536
2026-02-19,05:00:02,380419,1,6264312,29631,"{'ide2': {'invalid_rd_operations': 0, 'zone_append_total_time_ns': 0, 'wr_total_time_ns': 0, 'idle_time_ns': 1735259284433, 'wr_operations': 0, 'wr_highest_offset': 0, 'wr_merged': 0, 'zone_append_merged': 0, 'unmap_total_time_ns': 0, 'rd_bytes': 2159130, 'zone_append_operations': 0, 'invalid_flush_operations': 0, 'failed_rd_operations': 0, 'account_invalid': True, 'failed_wr_operations': 0, 'failed_zone_append_operations': 0, 'invalid_zone_append_operations': 0, 'flush_total_time_ns': 0, 'unmap_merged': 0, 'unmap_bytes': 0, 'wr_bytes': 0, 'invalid_wr_operations': 0, 'unmap_operations': 0, 'failed_flush_operations': 0, 'timed_stats': [], 'rd_merged': 0, 'account_failed': True, 'failed_unmap_operations': 0, 'rd_operations': 86, 'invalid_unmap_operations': 0, 'rd_total_time_ns': 33177612, 'flush_operations': 0, 'zone_append_bytes': 0}, 'scsi0': {'zone_append_merged': 0, 'wr_merged': 0, 'wr_highest_offset': 13040144384, 'wr_operations': 134727, 'idle_time_ns': 2161091316, 'wr_total_time_ns': 951308661099, 'invalid_rd_operations': 0, 'zone_append_total_time_ns': 0, 'flush_total_time_ns': 5709904929, 'unmap_merged': 0, 'invalid_zone_append_operations': 0, 'failed_wr_operations': 0, 'account_invalid': True, 'failed_zone_append_operations': 0, 'failed_rd_operations': 0, 'invalid_flush_operations': 0, 'zone_append_operations': 0, 'rd_bytes': 747792896, 'unmap_total_time_ns': 10370609, 'invalid_wr_operations': 0, 'wr_bytes': 2696082432, 'unmap_bytes': 11690205184, 'invalid_unmap_operations': 0, 'rd_total_time_ns': 83897865626, 'flush_operations': 11497, 'zone_append_bytes': 0, 'failed_unmap_operations': 0, 'rd_operations': 18348, 'account_failed': True, 'rd_merged': 0, 'failed_flush_operations': 0, 'timed_stats': [], 'unmap_operations': 4271}}",938496000,running,100,32212254720,596611072,0,{'managed': 0},0,"{'tap100i0': {'netin': 179978420, 'netout': 6264312}}",179978420,1277693952,1610612736,1610612736,"{'backup-max-workers': True, 'pbs-dirty-bitmap-migration': True, 'backup-access-api': True, 'pbs-masterkey': True, 'backup-fleecing': True, 'pbs-dirty-bitmap-savevm': True, 'pbs-library-version': '2.0.1 (2b8ebba0cffecd479f296aaad82d8bec89355599)', 'query-bitmap-info': True, 'pbs-dirty-bitmap': True}",0,0,"{'last_update': 1771477201, 'max_mem': 1610612736, 'mem_swapped_out': 0, 'total_mem': 1535107072, 'mem_swapped_in': 0, 'major_page_faults': 1692, 'free_mem': 596611072, 'minor_page_faults': 4601601, 'actual': 1610612736}",Node1-Ubuntu,2696082432,1,10.1.2,0,0,running,0,749952026,x86-64-v2-AES,pc-i440fx-10.1+pve0,40e6bb2d-24f5-4910-a09d-285bc1d29dec,1,"virtio=BC:24:11:DE:FC:CC,bridge=vmbr0,firewall=1",virtio-scsi-single,1536,l26,uuid=c1bc3497-dd62-401f-a3d5-f3cd73e82594,1,"local-lvm:vm-100-disk-0,iothread=1,size=30G",order=scsi0;ide2;net0,"creation-qemu=10.1.2,ctime=1770853142",0,fad89dd6df97105e5979d4429e81e6b4eaf44a30,"local:iso/ubuntu-24.04.3-live-server-amd64.iso,media=cdrom,size=3226020K"
2026-02-19,06:00:03,Node1-Ubuntu,3049460736,10.1.2,1,0,0,running,749952046,0,x86-64-v2-AES,pc-i440fx-10.1+pve0,384020,1,29631,6470596,"{'ide2': {'invalid_flush_operations': 0, 'zone_append_operations': 0, 'rd_bytes': 2159150, 'unmap_total_time_ns': 0, 'flush_total_time_ns': 0, 'unmap_merged': 0, 'invalid_zone_append_operations': 0, 'failed_wr_operations': 0, 'account_invalid': True, 'failed_zone_append_operations': 0, 'failed_rd_operations': 0, 'wr_operations': 0, 'idle_time_ns': 3201884576406, 'wr_total_time_ns': 0, 'zone_append_total_time_ns': 0, 'invalid_rd_operations': 0, 'zone_append_merged': 0, 'wr_merged': 0, 'wr_highest_offset': 0, 'rd_merged': 0, 'failed_flush_operations': 0, 'timed_stats': [], 'unmap_operations': 0, 'rd_total_time_ns': 33370797, 'invalid_unmap_operations': 0, 'zone_append_bytes': 0, 'flush_operations': 0, 'failed_unmap_operations': 0, 'rd_operations': 87, 'account_failed': True, 'unmap_bytes': 0, 'invalid_wr_operations': 0, 'wr_bytes': 0}, 'scsi0': {'invalid_rd_operations': 0, 'zone_append_total_time_ns': 0, 'wr_total_time_ns': 997135170735, 'idle_time_ns': 349818167, 'wr_operations': 138875, 'wr_highest_offset': 13040144384, 'wr_merged': 0, 'zone_append_merged': 0, 'unmap_total_time_ns': 10370609, 'rd_bytes': 747792896, 'zone_append_operations': 0, 'invalid_flush_operations': 0, 'failed_rd_operations': 0, 'failed_zone_append_operations': 0, 'account_invalid': True, 'failed_wr_operations': 0, 'invalid_zone_append_operations': 0, 'unmap_merged': 0, 'flush_total_time_ns': 5826142629, 'unmap_bytes': 11690205184, 'wr_bytes': 3049460736, 'invalid_wr_operations': 0, 'unmap_operations': 4271, 'timed_stats': [], 'failed_flush_operations': 0, 'rd_merged': 0, 'account_failed': True, 'rd_operations': 18348, 'failed_unmap_operations': 0, 'flush_operations': 11738, 'zone_append_bytes': 0, 'invalid_unmap_operations': 0, 'rd_total_time_ns': 83897865626}}",100,running,993378304,32212254720,0,541728768,{'managed': 0},0,"{'tap100i0': {'netout': 6470596, 'netin': 189248730}}",189248730,1225367552,1610612736,1610612736,"{'query-bitmap-info': True, 'pbs-dirty-bitmap': True, 'pbs-library-version': '2.0.1 (2b8ebba0cffecd479f296aaad82d8bec89355599)', 'pbs-dirty-bitmap-savevm': True, 'backup-access-api': True, 'pbs-masterkey': True, 'backup-fleecing': True, 'backup-max-workers': True, 'pbs-dirty-bitmap-migration': True}",0,"{'minor_page_faults': 4911126, 'actual': 1610612736, 'major_page_faults': 1692, 'free_mem': 541728768, 'mem_swapped_in': 0, 'total_mem': 1535107072, 'mem_swapped_out': 0, 'max_mem': 1610612736, 'last_update': 1771480801}",0,1,order=scsi0;ide2;net0,"local-lvm:vm-100-disk-0,iothread=1,size=30G",0,"creation-qemu=10.1.2,ctime=1770853142",l26,uuid=c1bc3497-dd62-401f-a3d5-f3cd73e82594,"local:iso/ubuntu-24.04.3-live-server-amd64.iso,media=cdrom,size=3226020K",fad89dd6df97105e5979d4429e81e6b4eaf44a30,1,"virtio=BC:24:11:DE:FC:CC,bridge=vmbr0,firewall=1",40e6bb2d-24f5-4910-a09d-285bc1d29dec,1536,virtio-scsi-single
2026-02-24,01:00:04,851689472,1095577600,100,20446774,32212254720,0,0,635091554,"{'free_mem': 683417600, 'total_mem': 1535107072, 'mem_swapped_in': 0, 'max_mem': 1610612736, 'major_page_faults': 1624, 'mem_swapped_out': 0, 'actual': 1610612736, 'last_update': 1771894803, 'minor_page_faults': 790898}",0,520627200,1,running,{'managed': 0},pc-i440fx-10.1+pve0,683417600,1216,1,running,23968,0,1610612736,Node1-Ubuntu,10.1.2,"{'tap100i0': {'netin': 20446774, 'netout': 862472}}","{'pbs-library-version': '2.0.1 (2b8ebba0cffecd479f296aaad82d8bec89355599)', 'pbs-masterkey': True, 'pbs-dirty-bitmap': True, 'backup-access-api': True, 'backup-fleecing': True, 'query-bitmap-info': True, 'pbs-dirty-bitmap-savevm': True, 'backup-max-workers': True, 'pbs-dirty-bitmap-migration': True}",0,0,1610612736,862472,x86-64-v2-AES,"{'ide2': {'failed_rd_operations': 0, 'zone_append_total_time_ns': 0, 'rd_operations': 64, 'wr_operations': 0, 'zone_append_merged': 0, 'zone_append_bytes': 0, 'invalid_wr_operations': 0, 'account_failed': True, 'rd_total_time_ns': 297379205, 'invalid_rd_operations': 0, 'rd_merged': 0, 'failed_wr_operations': 0, 'wr_merged': 0, 'wr_total_time_ns': 0, 'invalid_zone_append_operations': 0, 'timed_stats': [], 'failed_unmap_operations': 0, 'idle_time_ns': 21763889160848, 'account_invalid': True, 'unmap_bytes': 0, 'flush_total_time_ns': 0, 'wr_highest_offset': 0, 'unmap_operations': 0, 'failed_zone_append_operations': 0, 'unmap_total_time_ns': 0, 'flush_operations': 0, 'zone_append_operations': 0, 'wr_bytes': 0, 'invalid_flush_operations': 0, 'rd_bytes': 2158690, 'failed_flush_operations': 0, 'unmap_merged': 0, 'invalid_unmap_operations': 0}, 'scsi0': {'invalid_unmap_operations': 0, 'invalid_flush_operations': 0, 'rd_bytes': 632932864, 'failed_flush_operations': 0, 'unmap_merged': 0, 'flush_operations': 1243, 'zone_append_operations': 0, 'wr_bytes': 520627200, 'unmap_total_time_ns': 12087888, 'failed_zone_append_operations': 0, 'wr_highest_offset': 15035666432, 'unmap_operations': 4339, 'flush_total_time_ns': 655238220, 'unmap_bytes': 11627769856, 'failed_unmap_operations': 0, 'idle_time_ns': 2233824754, 'account_invalid': True, 'wr_total_time_ns': 129029567735, 'invalid_zone_append_operations': 0, 'timed_stats': [], 'wr_merged': 0, 'rd_merged': 0, 'failed_wr_operations': 0, 'account_failed': True, 'rd_total_time_ns': 64574443400, 'invalid_rd_operations': 0, 'zone_append_bytes': 0, 'invalid_wr_operations': 0, 'wr_operations': 14686, 'zone_append_merged': 0, 'rd_operations': 14991, 'failed_rd_operations': 0, 'zone_append_total_time_ns': 0}}",0,"local-lvm:vm-100-disk-0,iothread=1,size=30G",1,uuid=c1bc3497-dd62-401f-a3d5-f3cd73e82594,order=scsi0;ide2;net0,fad89dd6df97105e5979d4429e81e6b4eaf44a30,l26,1536,"local:iso/ubuntu-24.04.3-live-server-amd64.iso,media=cdrom,size=3226020K",0,"creation-qemu=10.1.2,ctime=1770853142",virtio-scsi-single,40e6bb2d-24f5-4910-a09d-285bc1d29dec,1,"virtio=BC:24:11:DE:FC:CC,bridge=vmbr0,firewall=1"
